time_period,time_identifier,geographic_level,country_code,country_name,version,breakdown_topic,breakdown,school_type,gender,no_schools,t_rwm_eligible_pupils,t_rwm_met_expected_standard,t_rwm_met_higher_standard,t_read_eligible_pupils,t_read_met_expected_standard,t_read_met_higher_standard,t_read_not_achieved_expected_standard,t_read_working_below_assessment,t_read_absent,t_read_unable_to_access_or_just_arrived,t_read_unable_to_access,t_read_avg_scaled_score_eligible_pupils,t_read_sum_scaled_scores,t_gps_eligible_pupils,t_gps_met_expected_standard,t_gps_met_higher_standard,t_gps_not_achieved_expected_standard,t_gps_working_below_assessment,t_gps_absent,t_gps_unable_to_access_or_just_arrived,t_gps_unable_to_access,t_gps_avg_scaled_score_eligible_pupils,t_gps_sum_scaled_scores,t_mat_eligible_pupils,t_mat_met_expected_standard,t_mat_met_higher_standard,t_mat_not_achieved_expected_standard,t_mat_working_below_assessment,t_mat_absent,t_mat_unable_to_access_or_just_arrived,t_mat_unable_to_access,t_mat_avg_scaled_score_eligible_pupils,t_mat_sum_scaled_scores,t_writta_eligible_pupils,t_writta_met_expected_standard,t_writta_met_higher_standard,t_writta_working_towards_expected_standard,t_writta_pre_key_stage_standard_6,t_writta_pre_key_stage_standard_5,t_writta_pre_key_stage_standard_4,t_writta_pre_key_stage_standard_3,t_writta_pre_key_stage_standard_2,t_writta_pre_key_stage_standard_1,t_writta_growing_development_of_expected_standard,t_writta_early_development_of_expected_standard,t_writta_foundations_of_expected_standard,t_writta_engagement_model_or_below_pre_key_stage_standards,t_writta_below_interim_pre_key_stage_standards,t_writta_absent,t_writta_disapplied,t_scita_eligible_pupils,t_scita_met_expected_standard,t_scita_not_met_expected_standard,t_scita_absent,t_scita_disapplied,pt_rwm_met_expected_standard,pt_rwm_met_higher_standard,pt_read_met_expected_standard,pt_read_met_higher_standard,pt_read_not_achieved_expected_standard,pt_read_working_below_assessment,pt_read_absent,pt_read_unable_to_access_or_just_arrived,pt_read_unable_to_access,avg_read_scaled_score,pt_gps_met_expected_standard,pt_gps_met_higher_standard,pt_gps_not_achieved_expected_standard,pt_gps_working_below_assessment,pt_gps_absent,pt_gps_unable_to_access_or_just_arrived,pt_gps_unable_to_access,avg_gps_scaled_score,pt_mat_met_expected_standard,pt_mat_met_higher_standard,pt_mat_not_achieved_expected_standard,pt_mat_working_below_assessment,pt_mat_absent,pt_mat_unable_to_access_or_just_arrived,pt_mat_unable_to_access,avg_mat_scaled_score,pt_writta_met_expected_standard,pt_writta_met_higher_standard,pt_writta_working_towards_expected_standard,pt_writta_pre_key_stage_standard_6,pt_writta_pre_key_stage_standard_5,pt_writta_pre_key_stage_standard_4,pt_writta_pre_key_stage_standard_3,pt_writta_pre_key_stage_standard_2,pt_writta_pre_key_stage_standard_1,pt_writta_growing_development_of_expected_standard,pt_writta_early_development_of_expected_standard,pt_writta_foundations_of_expected_standard,pt_writta_engagement_model_or_below_pre_key_stage_standards,pt_writta_below_interim_pre_key_stage_standards,pt_writta_absent,pt_writta_disapplied,pt_scita_met_expected_standard,pt_scita_not_met_expected_standard,pt_scita_absent,pt_scita_disapplied
201516,Academic year,National,E92000001,England,Final,School type,Independent schools,Independent schools,Girls,283,2619,1787,299,2947,2394,1091,493,35,23,z,2,2881,307393,2934,2469,1035,414,31,19,z,1,2883,307725,2944,2337,690,545,35,26,z,1,2880,301996,2627,2144,703,407,z,z,z,z,z,z,28,9,5,z,25,9,0,2453,2196,221,9,27,68,11,81,37,17,1,1,z,0,107,84,35,14,1,1,z,0,107,79,23,19,1,1,z,0,105,82,27,15,z,z,z,z,z,z,1,0,0,z,1,0,0,90,9,0,1
201516,Academic year,National,E92000001,England,Final,School type,Independent schools,Independent schools,Total,336,5038,3294,487,5727,4494,1894,1066,115,48,z,4,5537,586967,5689,4558,1732,970,114,44,z,3,5528,584713,5734,4489,1401,1069,113,61,z,2,5554,582602,5050,3897,1112,949,z,z,z,z,z,z,56,38,23,z,61,23,3,4813,4217,503,25,68,65,10,78,33,19,2,1,z,0,106,80,30,17,2,1,z,0,106,78,24,19,2,1,z,0,105,77,22,19,z,z,z,z,z,z,1,1,0,z,1,0,0,88,10,1,1
201516,Academic year,National,E92000001,England,Final,School type,LA maintained schools,LA maintained schools,Boys,12254,234834,119173,11162,235009,149158,38317,78539,6537,498,z,191,226251,23064820,235003,162362,44573,65726,6110,510,z,188,228059,23518202,235006,167611,43904,60950,5599,585,z,180,228515,23621982,234836,161337,25871,56048,z,z,z,z,z,z,10838,3522,1681,z,580,261,569,234836,188395,45609,290,542,51,5,63,16,33,3,0,z,0,102,69,19,28,3,0,z,0,103,71,19,26,2,0,z,0,103,69,11,24,z,z,z,z,z,z,5,1,1,z,0,0,0,80,19,0,0
201516,Academic year,National,E92000001,England,Final,School type,LA maintained schools,LA maintained schools,Girls,12241,227524,131649,14377,227673,160882,50068,62361,3859,361,z,98,222368,23011944,227671,178646,61754,44766,3652,376,z,93,223398,23472134,227668,160055,34336,63242,3742,428,z,102,223236,22957578,227527,184227,43441,34334,z,z,z,z,z,z,5589,1649,791,z,328,179,430,227526,190515,36385,203,423,58,6,71,22,27,2,0,z,0,103,78,27,20,2,0,z,0,105,70,15,28,2,0,z,0,103,81,19,15,z,z,z,z,z,z,2,1,0,z,0,0,0,84,16,0,0
201516,Academic year,National,E92000001,England,Final,School type,LA maintained schools,LA maintained schools,Total,12292,462358,250822,25539,462682,310040,88385,140900,10396,859,z,289,448619,46076764,462674,341008,106327,110492,9762,886,z,281,451457,46990336,462674,327666,78240,124192,9341,1013,z,282,451751,46579560,462363,345564,69312,90382,z,z,z,z,z,z,16427,5171,2472,z,908,440,999,462362,378910,81994,493,965,54,6,67,19,30,2,0,z,0,103,74,23,24,2,0,z,0,104,71,17,27,2,0,z,0,103,75,15,20,z,z,z,z,z,z,4,1,1,z,0,0,0,82,18,0,0
201516,Academic year,National,E92000001,England,Final,School type,Sponsored academies,Sponsored academies,Boys,865,18410,7465,452,18445,9408,1826,8154,817,47,z,19,17279,1719227,18443,10670,2328,6922,783,50,z,18,17586,1775816,18441,11497,2329,6170,705,51,z,18,17657,1793663,18412,11920,1465,4397,z,z,z,z,z,z,1240,452,202,z,80,33,88,18408,13448,4834,37,89,41,2,51,10,44,4,0,z,0,99,58,13,38,4,0,z,0,101,62,13,33,4,0,z,0,102,65,8,24,z,z,z,z,z,z,7,2,1,z,0,0,0,73,26,0,0
201516,Academic year,National,E92000001,England,Final,School type,Sponsored academies,Sponsored academies,Girls,863,17843,8388,586,17868,10431,2421,6892,503,29,z,13,17181,1732525,17868,12302,3315,5040,491,25,z,10,17339,1786018,17867,10984,1787,6343,493,33,z,14,17314,1751419,17844,13768,2504,2931,z,z,z,z,z,z,652,236,114,z,54,25,64,17843,13727,4025,25,66,47,3,58,14,39,3,0,z,0,101,69,19,28,3,0,z,0,103,61,10,36,3,0,z,0,101,77,14,16,z,z,z,z,z,z,4,1,1,z,0,0,0,77,23,0,0
201516,Academic year,National,E92000001,England,Final,School type,Sponsored academies,Sponsored academies,Total,866,36253,15853,1038,36313,19839,4247,15046,1320,76,z,32,34460,3451752,36311,22972,5643,11962,1274,75,z,28,34925,3561834,36308,22481,4116,12513,1198,84,z,32,34971,3545082,36256,25688,3969,7328,z,z,z,z,z,z,1892,688,316,z,134,58,152,36251,27175,8859,62,155,44,3,55,12,41,4,0,z,0,100,63,16,33,4,0,z,0,102,62,11,34,3,0,z,0,101,71,11,20,z,z,z,z,z,z,5,2,1,z,0,0,0,75,24,0,0
201516,Academic year,National,E92000001,England,Final,School type,State-funded mainstream schools,State-funded mainstream schools,Boys,14885,293919,148599,13797,294157,185667,47534,99296,8243,624,z,239,282994,28827132,294148,201911,55191,83544,7704,647,z,235,285414,29408492,294149,209168,54461,76868,7059,735,z,228,285968,29546305,293923,202305,32215,69437,z,z,z,z,z,z,13737,4537,2129,z,725,331,722,293921,235218,57646,366,691,51,5,63,16,34,3,0,z,0,102,69,19,28,3,0,z,0,103,71,19,26,2,0,z,0,103,69,11,24,z,z,z,z,z,z,5,2,1,z,0,0,0,80,20,0,0
201516,Academic year,National,E92000001,England,Final,School type,State-funded mainstream schools,State-funded mainstream schools,Girls,14871,284854,164025,17772,285051,200304,61937,79204,4857,445,z,128,278399,28784050,285048,222765,76487,56975,4597,453,z,119,279723,29368726,285044,199790,42581,79768,4710,529,z,134,279479,28726221,284858,230893,53976,42586,z,z,z,z,z,z,7079,2104,1008,z,422,225,541,284857,237957,46112,251,537,58,6,70,22,28,2,0,z,0,103,78,27,20,2,0,z,0,105,70,15,28,2,0,z,0,103,81,19,15,z,z,z,z,z,z,2,1,0,z,0,0,0,84,16,0,0
201516,Academic year,National,E92000001,England,Final,School type,State-funded mainstream schools,State-funded mainstream schools,Total,14930,578773,312624,31569,579208,385971,109471,178500,13100,1069,z,367,561393,57611182,579196,424676,131678,140519,12301,1100,z,354,565137,58777218,579193,408958,97042,156636,11769,1264,z,362,565447,58272526,578781,433198,86191,112023,z,z,z,z,z,z,20816,6641,3137,z,1147,556,1263,578778,473175,103758,617,1228,54,5,67,19,31,2,0,z,0,103,73,23,24,2,0,z,0,104,71,17,27,2,0,z,0,103,75,15,19,z,z,z,z,z,z,4,1,1,z,0,0,0,82,18,0,0
201516,Academic year,National,E92000001,England,Final,School type,State-funded schools,State-funded schools,Boys,15567,298975,148627,13799,299323,185878,47558,99988,12426,672,z,271,283803,28902851,299314,202051,55195,84287,11908,697,z,264,286289,29488928,299315,209309,54469,77660,11197,807,z,251,286887,29629925,298979,202402,32223,70011,z,z,z,z,z,z,14229,5185,2969,z,3060,362,761,298973,235433,62290,395,855,50,5,62,16,33,4,0,z,0,102,68,18,28,4,0,z,0,103,70,18,26,4,0,z,0,103,68,11,23,z,z,z,z,z,z,5,2,1,z,1,0,0,79,21,0,0
201516,Academic year,National,E92000001,England,Final,School type,State-funded schools,State-funded schools,Girls,15441,286605,164026,17772,286855,200321,61942,79283,6554,453,z,131,278485,28791990,286852,222782,76487,57052,6295,463,z,121,279816,29377252,286847,199796,42581,79850,6412,541,z,135,279560,28733418,286609,230906,53976,42656,z,z,z,z,z,z,7177,2256,1280,z,1545,234,555,286608,237981,47773,261,593,57,6,70,22,28,2,0,z,0,103,78,27,20,2,0,z,0,105,70,15,28,2,0,z,0,103,81,19,15,z,z,z,z,z,z,3,1,0,z,1,0,0,83,17,0,0
201516,Academic year,National,E92000001,England,Final,School type,State-funded schools,State-funded schools,Total,15622,585580,312653,31571,586178,386199,109500,179271,18980,1125,z,402,562288,57694841,586166,424833,131682,141339,18203,1160,z,385,566105,58866180,586162,409105,97050,157510,17609,1348,z,386,566447,58363343,585588,433308,86199,112667,z,z,z,z,z,z,21406,7441,4249,z,4605,596,1316,585581,473414,110063,656,1448,53,5,66,19,31,3,0,z,0,103,72,22,24,3,0,z,0,104,70,17,27,3,0,z,0,103,74,15,19,z,z,z,z,z,z,4,1,1,z,1,0,0,81,19,0,0
201516,Academic year,National,E92000001,England,Final,School type,State-funded schools and alternative provision,State-funded schools and alternative provision,Boys,15632,299269,148634,13799,299635,185912,47563,100179,12490,681,z,285,284001,28920978,299626,202072,55196,84490,11967,710,z,280,286512,29509148,299627,209325,54470,77871,11250,825,z,265,287113,29650251,299273,202423,32223,70143,z,z,z,z,z,z,14306,5215,2985,z,3064,374,763,299262,235473,62516,408,865,50,5,62,16,33,4,0,z,0,102,67,18,28,4,0,z,0,103,70,18,26,4,0,z,0,103,68,11,23,z,z,z,z,z,z,5,2,1,z,1,0,0,79,21,0,0
201516,Academic year,National,E92000001,England,Final,School type,State-funded schools and alternative provision,State-funded schools and alternative provision,Girls,15460,286629,164026,17772,286883,200325,61942,79300,6559,454,z,132,278505,28793882,286880,222786,76487,57068,6301,464,z,122,279836,29379129,286875,199797,42581,79869,6417,543,z,136,279579,28735167,286633,230908,53976,42665,z,z,z,z,z,z,7183,2260,1283,z,1545,234,555,286633,237986,47793,261,593,57,6,70,22,28,2,0,z,0,103,78,27,20,2,0,z,0,105,70,15,28,2,0,z,0,103,81,19,15,z,z,z,z,z,z,3,1,0,z,1,0,0,83,17,0,0
201516,Academic year,National,E92000001,England,Final,School type,State-funded schools and alternative provision,State-funded schools and alternative provision,Total,15691,585898,312660,31571,586518,386237,109505,179479,19049,1135,z,417,562506,57714860,586506,424858,131683,141558,18268,1174,z,402,566348,58888277,586502,409122,97051,157740,17667,1368,z,401,566692,58385418,585906,433331,86199,112808,z,z,z,z,z,z,21489,7475,4268,z,4609,608,1318,585895,473459,110309,669,1458,53,5,66,19,31,3,0,z,0,103,72,22,24,3,0,z,0,104,70,17,27,3,0,z,0,103,74,15,19,z,z,z,z,z,z,4,1,1,z,1,0,0,81,19,0,0
201516,Academic year,National,E92000001,England,Final,School type,State-funded special schools,State-funded special schools,Boys,682,5056,28,2,5166,211,24,692,4183,48,z,32,809,75719,5166,140,4,743,4204,50,z,29,875,80436,5166,141,8,792,4138,72,z,23,919,83620,5056,97,8,574,z,z,z,z,z,z,492,648,840,z,2335,31,39,5052,215,4644,29,164,1,0,4,0,13,81,1,z,1,94,3,0,14,81,1,z,1,92,3,0,15,80,1,z,0,91,2,0,11,z,z,z,z,z,z,10,13,17,z,46,1,1,4,92,1,3
201516,Academic year,National,E92000001,England,Final,School type,State-funded special schools,State-funded special schools,Girls,570,1751,1,0,1804,17,5,79,1697,8,z,3,86,7940,1804,17,0,77,1698,10,z,2,93,8526,1803,6,0,82,1702,12,z,1,81,7197,1751,13,0,70,z,z,z,z,z,z,98,152,272,z,1123,9,14,1751,24,1661,10,56,0,0,1,0,4,94,0,z,0,92,1,0,4,94,1,z,0,92,0,0,5,94,1,z,0,89,1,0,4,z,z,z,z,z,z,6,9,16,z,64,1,1,1,95,1,3
201516,Academic year,National,E92000001,England,Final,School type,State-funded special schools,State-funded special schools,Total,692,6807,29,2,6970,228,29,771,5880,56,z,35,895,83659,6970,157,4,820,5902,60,z,31,968,88962,6969,147,8,874,5840,84,z,24,1000,90817,6807,110,8,644,z,z,z,z,z,z,590,800,1112,z,3458,40,53,6803,239,6305,39,220,0,0,3,0,11,84,1,z,1,93,2,0,12,85,1,z,0,92,2,0,13,84,1,z,0,91,2,0,9,z,z,z,z,z,z,9,12,16,z,51,1,1,4,93,1,3
201617,Academic year,National,E92000001,England,Final,School cohort size,1 to 15 pupils,State-funded mainstream schools,Total,2279,23142,14014,2015,23168,17377,6618,5119,521,71,57,z,22448,2357668,23156,17446,6222,5111,471,59,55,z,22552,2373101,23167,16929,4667,5609,458,73,53,z,22519,2334722,23142,17436,4522,4506,z,z,z,z,z,z,708,245,147,z,39,31,30,23135,19560,3505,38,32,61,9,75,29,22,2,0,0,z,105,75,27,22,2,0,0,z,105,73,20,24,2,0,0,z,104,75,20,19,z,z,z,z,z,z,3,1,1,z,0,0,0,85,15,0,0
201617,Academic year,National,E92000001,England,Final,School cohort size,16 to 30 pupils,State-funded mainstream schools,Total,5078,129895,80823,11505,130016,95255,33250,31539,2465,238,329,z,126507,13202603,130010,101602,39809,25459,2281,246,311,z,127037,13458724,129976,98776,29424,28269,2212,279,296,z,126947,13229278,129933,99979,23693,23397,z,z,z,z,z,z,3933,1183,811,z,280,134,216,129934,107219,22333,151,231,62,9,73,26,24,2,0,0,z,104,78,31,20,2,0,0,z,106,76,23,22,2,0,0,z,104,77,18,18,z,z,z,z,z,z,3,1,1,z,0,0,0,83,17,0,0
201617,Academic year,National,E92000001,England,Final,School cohort size,31 to 60 pupils,State-funded mainstream schools,Total,5647,269958,165748,23036,270081,193473,64858,69802,5513,527,643,z,262535,27285269,270076,209248,83444,54257,5083,552,613,z,263454,27901153,270074,204094,60449,59721,4823,619,579,z,263602,27446498,269984,207304,47286,48440,z,z,z,z,z,z,8812,2679,1581,z,488,311,369,269981,221583,47686,330,382,61,9,72,24,26,2,0,0,z,104,77,31,20,2,0,0,z,106,76,22,22,2,0,0,z,104,77,18,18,z,z,z,z,z,z,3,1,1,z,0,0,0,82,18,0,0
201617,Academic year,National,E92000001,England,Final,School cohort size,61 to 90 pupils,State-funded mainstream schools,Total,1525,116297,72356,10601,116353,84061,28974,29261,2472,210,252,z,113012,11770523,116333,91466,38130,21966,2291,226,229,z,113406,12052190,116351,88620,27872,24922,2122,269,216,z,113456,11845076,116297,90603,21177,19943,z,z,z,z,z,z,3561,1093,597,z,200,131,169,116296,96079,19921,137,159,62,9,72,25,25,2,0,0,z,104,79,33,19,2,0,0,z,106,76,24,21,2,0,0,z,104,78,18,17,z,z,z,z,z,z,3,1,1,z,0,0,0,83,17,0,0
201617,Academic year,National,E92000001,England,Final,School cohort size,91+ pupils,State-funded mainstream schools,Total,448,52807,33111,4876,52835,38676,13863,12995,957,130,76,z,51565,5382683,52835,41372,17606,10370,876,142,75,z,51733,5497910,52834,40352,13251,11488,773,155,66,z,51807,5412763,52807,41507,9418,8949,z,z,z,z,z,z,1453,409,251,z,136,53,49,52807,44350,8340,68,49,63,9,73,26,25,2,0,0,z,104,78,33,20,2,0,0,z,106,76,25,22,1,0,0,z,104,79,18,17,z,z,z,z,z,z,3,1,0,z,0,0,0,84,16,0,0
201617,Academic year,National,E92000001,England,Final,School phase,Junior,State-funded mainstream schools,Total,1078,78552,49685,7532,78590,58113,20908,18937,1260,162,118,z,76865,8033222,78570,61794,25284,15311,1113,179,107,z,77092,8182939,78588,60094,18976,17041,1063,208,93,z,77085,8047046,78552,62342,14971,13088,z,z,z,z,z,z,2042,521,303,z,98,96,62,78551,66226,12152,112,61,63,10,74,27,24,2,0,0,z,105,79,32,19,1,0,0,z,106,76,24,22,1,0,0,z,104,79,19,17,z,z,z,z,z,z,3,1,0,z,0,0,0,84,15,0,0
201617,Academic year,National,E92000001,England,Final,School phase,Middle,State-funded mainstream schools,Total,131,14834,8952,1172,14842,11007,3950,3564,193,56,22,z,14532,1518810,14842,11023,3940,3552,185,59,23,z,14570,1529642,14842,10776,3057,3822,160,65,19,z,14588,1508694,14834,11394,2380,2778,z,z,z,z,z,z,387,100,111,z,36,16,12,14834,12556,2251,18,9,60,8,74,27,24,1,0,0,z,105,74,27,24,1,0,0,z,105,73,21,26,1,0,0,z,103,77,16,19,z,z,z,z,z,z,3,1,1,z,0,0,0,85,15,0,0
201617,Academic year,National,E92000001,England,Final,School phase,Other,State-funded mainstream schools,Total,92,5222,2891,328,5226,3526,1082,1539,123,15,22,z,5049,519471,5226,3754,1516,1305,116,17,22,z,5056,530934,5226,3614,1093,1460,108,25,19,z,5062,521760,5222,3750,769,1041,z,z,z,z,z,z,275,71,55,z,16,5,9,5222,4010,1189,12,11,55,6,67,21,29,2,0,0,z,103,72,29,25,2,0,0,z,105,69,21,28,2,0,0,z,103,72,15,20,z,z,z,z,z,z,5,1,1,z,0,0,0,77,23,0,0
201617,Academic year,National,E92000001,England,Final,School phase,Primary,State-funded mainstream schools,Total,13676,493491,304524,43001,493795,356196,121623,124676,10352,943,1195,z,479621,49927243,493772,384563,154471,96995,9588,970,1131,z,481464,51039563,493746,374287,112537,107686,9057,1097,1079,z,481596,50190837,493555,379343,87976,88328,z,z,z,z,z,z,15763,4917,2918,z,993,543,750,493546,405999,86193,582,772,62,9,72,25,25,2,0,0,z,104,78,31,20,2,0,0,z,106,76,23,22,2,0,0,z,104,77,18,18,z,z,z,z,z,z,3,1,1,z,0,0,0,82,17,0,0
201617,Academic year,National,E92000001,England,Final,School religious character,Church of England,State-funded mainstream schools,Total,4008,113710,72301,11032,113759,85788,32146,25516,1944,216,223,z,111078,11655554,113746,89404,35565,22034,1768,231,207,z,111418,11817232,113756,87067,26891,24377,1698,253,199,z,111369,11623911,113711,88601,21652,20052,z,z,z,z,z,z,3163,921,549,z,173,117,135,113714,95814,17620,133,147,64,10,75,28,22,2,0,0,z,105,79,31,19,2,0,0,z,106,77,24,21,1,0,0,z,104,78,19,18,z,z,z,z,z,z,3,1,0,z,0,0,0,84,15,0,0
201617,Academic year,National,E92000001,England,Final,School religious character,Jewish,State-funded mainstream schools,Total,30,1305,952,190,1305,1063,474,221,15,0,6,z,1284,137034,1305,1120,545,164,15,0,6,z,1284,138787,1305,1116,473,170,13,0,6,z,1286,137336,1305,1097,300,183,z,z,z,z,z,z,12,3,2,z,0,1,7,1305,1163,135,1,6,73,15,81,36,17,1,0,0,z,107,86,42,13,1,0,0,z,108,86,36,13,1,0,0,z,107,84,23,14,z,z,z,z,z,z,1,0,0,z,0,0,1,89,10,0,0
201617,Academic year,National,E92000001,England,Final,School religious character,Methodist,State-funded mainstream schools,Total,23,609,366,56,609,424,138,175,7,2,1,z,594,61470,609,469,161,131,6,2,1,z,600,63101,609,453,133,145,7,3,1,z,596,61745,609,478,119,115,z,z,z,z,z,z,6,7,0,z,0,1,2,609,505,103,1,0,60,9,70,23,29,1,0,0,z,103,77,26,22,1,0,0,z,105,74,22,24,1,0,0,z,104,78,20,19,z,z,z,z,z,z,1,1,0,z,0,0,0,83,17,0,0
201617,Academic year,National,E92000001,England,Final,School religious character,Muslim,State-funded mainstream schools,Total,8,406,262,50,406,296,99,97,11,0,2,z,393,41053,406,339,171,54,8,0,5,z,393,42497,406,326,134,69,6,0,5,z,395,41890,406,338,85,59,z,z,z,z,z,z,3,3,0,z,0,0,3,406,346,57,0,3,65,12,73,24,24,3,0,0,z,104,83,42,13,2,0,1,z,108,80,33,17,1,0,1,z,106,83,21,15,z,z,z,z,z,z,1,1,0,z,0,0,1,85,14,0,1
201617,Academic year,National,E92000001,England,Final,School religious character,No religious character,State-funded mainstream schools,Total,9222,417201,252948,34771,417485,295969,98198,110237,9094,871,995,z,405024,42041102,417477,321159,127070,85593,8401,915,939,z,406663,43025769,417439,312733,92399,94468,7888,1041,872,z,406852,42324236,417263,319343,72628,75213,z,z,z,z,z,z,13875,4284,2595,z,881,472,600,417253,340840,75274,520,619,61,8,71,24,26,2,0,0,z,104,77,30,21,2,0,0,z,106,75,22,23,2,0,0,z,104,77,17,18,z,z,z,z,z,z,3,1,1,z,0,0,0,82,18,0,0
201617,Academic year,National,E92000001,England,Final,School religious character,Other Christian faith,State-funded mainstream schools,Total,72,2627,1609,221,2627,1938,675,631,43,7,8,z,2567,267817,2627,1999,789,575,40,5,8,z,2573,271914,2627,1891,563,683,34,12,7,z,2574,266846,2627,2031,461,481,z,z,z,z,z,z,70,27,12,z,1,2,3,2627,2164,457,2,4,61,8,74,26,24,2,0,0,z,104,76,30,22,2,0,0,z,106,72,21,26,1,0,0,z,104,77,18,18,z,z,z,z,z,z,3,1,0,z,0,0,0,82,17,0,0
201617,Academic year,National,E92000001,England,Final,School religious character,Other religious character,State-funded mainstream schools,Total,1,c,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,z,z,z,z,z,z,c,c,c,z,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,z,c,c,c,c,z,z,z,z,z,z,c,c,c,z,c,c,c,c,c,c,c
201617,Academic year,National,E92000001,England,Final,School religious character,Roman Catholic,State-funded mainstream schools,Total,1609,55972,37422,5680,55993,43154,15759,11781,814,79,122,z,54859,5766603,55971,46391,20755,8597,764,71,117,z,54983,5894202,55991,44940,14947,10074,742,85,120,z,54991,5783345,55973,44718,10799,9087,z,z,z,z,z,z,1337,364,229,z,88,67,83,55970,47720,8109,67,74,67,10,77,28,21,1,0,0,z,105,83,37,15,1,0,0,z,107,80,27,18,1,0,0,z,105,80,19,16,z,z,z,z,z,z,2,1,0,z,0,0,0,85,14,0,0
201617,Academic year,National,E92000001,England,Final,School religious character,Sikh,State-funded mainstream schools,Total,4,239,167,25,239,182,58,56,0,1,0,z,238,24837,239,223,130,15,0,1,0,z,238,26137,239,215,102,23,0,1,0,z,238,25673,239,198,43,40,z,z,z,z,z,z,1,0,0,z,0,0,0,239,212,27,0,0,70,10,76,24,23,0,0,0,z,104,93,54,6,0,0,0,z,110,90,43,10,0,0,0,z,108,83,18,17,z,z,z,z,z,z,0,0,0,z,0,0,0,89,11,0,0
201617,Academic year,National,E92000001,England,Final,School type,Academies and free schools,Academies and free schools,Boys,3184,72372,41734,5119,72424,49446,15064,20795,1764,182,212,z,69941,7209853,72424,52269,18838,18055,1654,195,200,z,70297,7361095,72422,54157,17479,16338,1460,223,189,z,70418,7338505,72373,51618,9243,15679,z,z,z,z,z,z,3190,965,586,z,130,105,100,72370,57539,14611,118,102,58,7,68,21,29,2,0,0,z,103,72,26,25,2,0,0,z,105,75,24,23,2,0,0,z,104,71,13,22,z,z,z,z,z,z,4,1,1,z,0,0,0,80,20,0,0
201617,Academic year,National,E92000001,England,Final,School type,Academies and free schools,Academies and free schools,Girls,3183,69899,45170,6908,69937,51774,18635,16836,1018,151,132,z,68443,7150680,69937,56333,24092,12306,964,153,132,z,68627,7315226,69936,52343,14143,16309,938,175,119,z,68584,7114399,69899,57967,15918,9333,z,z,z,z,z,z,1649,421,292,z,80,70,87,69896,58440,11288,81,87,65,10,74,27,24,1,0,0,z,104,81,34,18,1,0,0,z,107,75,20,23,1,0,0,z,104,83,23,13,z,z,z,z,z,z,2,1,0,z,0,0,0,84,16,0,0
201617,Academic year,National,E92000001,England,Final,School type,Academies and free schools,Academies and free schools,Total,3193,142271,86904,12027,142361,101220,33699,37631,2782,333,344,z,138384,14360533,142361,108602,42930,30361,2618,348,332,z,138924,14676321,142358,106500,31622,32647,2398,398,308,z,139002,14452904,142272,109585,25161,25012,z,z,z,z,z,z,4839,1386,878,z,210,175,187,142266,115979,25899,199,189,61,8,71,24,26,2,0,0,z,104,76,30,21,2,0,0,z,106,75,22,23,2,0,0,z,104,77,18,18,z,z,z,z,z,z,3,1,1,z,0,0,0,82,18,0,0
201617,Academic year,National,E92000001,England,Final,School type,All schools,All schools,Boys,15920,308026,176566,22333,308760,210933,66544,83628,12327,762,901,z,293518,30361999,308694,224180,82240,70884,11683,808,847,z,294978,30989439,308731,229931,75237,65791,10975,938,791,z,295425,30848858,308067,216287,39981,66760,z,z,z,z,z,z,12889,4552,3340,z,3213,492,534,308084,244297,62604,515,668,57,7,68,22,27,4,0,0,z,103,73,27,23,4,0,0,z,105,74,24,21,4,0,0,z,104,70,13,22,z,z,z,z,z,z,4,1,1,z,1,0,0,79,20,0,0
201617,Academic year,National,E92000001,England,Final,School type,All schools,All schools,Girls,15737,295289,192075,30136,295774,221767,82740,66684,6046,515,535,z,287916,30196770,295718,240672,104681,47927,5765,521,522,z,288559,30852538,295753,222509,61887,66023,5789,610,498,z,288319,29975573,295325,243579,66902,39936,z,z,z,z,z,z,6342,1912,1373,z,1524,273,386,295319,248113,46486,295,425,65,10,75,28,23,2,0,0,z,105,81,35,16,2,0,0,z,107,75,21,22,2,0,0,z,104,82,23,14,z,z,z,z,z,z,2,1,0,z,1,0,0,84,16,0,0
201617,Academic year,National,E92000001,England,Final,School type,All schools,All schools,Total,16022,603315,368641,52469,604534,432700,149284,150312,18373,1277,1436,z,581434,60558769,604412,464852,186921,118811,17448,1329,1369,z,583537,61841977,604484,452440,137124,131814,16764,1548,1289,z,583744,60824431,603392,459866,106883,106696,z,z,z,z,z,z,19231,6464,4713,z,4737,765,920,603403,492410,109090,810,1093,61,9,72,25,25,3,0,0,z,104,77,31,20,3,0,0,z,106,75,23,22,3,0,0,z,104,76,18,18,z,z,z,z,z,z,3,1,1,z,1,0,0,82,18,0,0
